smile_A,mol_fraction_A,smile_B,mol_fraction_B,logCMC
CCCCCCCCCCC(CCC)OS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCC(CCC)OS(=O)(=O)[O-].[Na+],0.5,3.709269961
CCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,CCCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.5,4.204119983
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)C1OCCCCCCCC,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)C1OCCCCCCCC,0.5,4.404824048
CCCCCCCC[N+]1=CC=CC=C1,0.5,CCCCCCCC[N+]1=CC=CC=C1,0.5,5.289532895
CCCCCCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.5,1.82704827
CCCCCCCCCCCC[N+](C)(C)C,0.5,CCCCCCCCCCCC[N+](C)(C)C,0.5,3.228362284
CCCCCCOCCOCCOCCO,0.5,CCCCCCOCCOCCOCCO,0.5,4.791527915
CCC[N+](CCC)(CCCCCCCCCCCCCCCC)CCC,0.5,CCC[N+](CCC)(CCCCCCCCCCCCCCCC)CCC,0.5,3.113611136
CCC[N+](CCC)(CCCCCCCCCCCCCC)CCC,0.5,CCC[N+](CCC)(CCCCCCCCCCCCCC)CCC,0.5,3.67896679
C[N+](C)(CCCCCCCCCCCCCC)C,0.5,C[N+](C)(CCCCCCCCCCCCCC)C,0.5,4.004470045
CCCCCCCCCCCCCC[N+]1=CC=CC=C1,0.5,CCCCCCCCCCCCCC[N+]1=CC=CC=C1,0.5,3.836618366
CCCCCCCCCCCC[N+]1=CC=CC=C1,0.5,CCCCCCCCCCCC[N+]1=CC=CC=C1,0.5,4.558275583
CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)([O-])=O,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)([O-])=O,0.5,1.862898629
CCCCCCCCCCCCCCCCOCCOCCOS(=O)([O-])=O,0.5,CCCCCCCCCCCCCCCCOCCOCCOS(=O)([O-])=O,0.5,2.087750878
CCCCCCCCCCCCCCCCOCCOS(=O)([O-])=O,0.5,CCCCCCCCCCCCCCCCOCCOS(=O)([O-])=O,0.5,2.311103111
O=S(OCCOCCOCCOCCCCCCCCCCCCCCCCCC)([O-])=O,0.5,O=S(OCCOCCOCCOCCCCCCCCCCCCCCCCCC)([O-])=O,0.5,1.649446494
O=S(OCCOCCOCCCCCCCCCCCCCCCCCC)([O-])=O,0.5,O=S(OCCOCCOCCCCCCCCCCCCCCCCCC)([O-])=O,0.5,1.960549605
O=S(OCCOCCCCCCCCCCCCCCCCCC)([O-])=O,0.5,O=S(OCCOCCCCCCCCCCCCCCCCCC)([O-])=O,0.5,2.276302763
CCCCCC(C1=CC=C(OCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCO)C=C1)(C)C,0.5,2.349803498
CCCCCC(C1=CC=C(OCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCO)C=C1)(C)C,0.5,2.071550716
CCCCCC(C1=CC=C(OCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCO)C=C1)(C)C,0.5,2.008850089
CCCCCC(C1=CC=C(OCCOCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCOCCO)C=C1)(C)C,0.5,2.100801008
CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,2.174901749
CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,2.304053041
CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,2.390453905
CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,2.456904569
CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,2.528905289
CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,CCCCCC(C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1)(C)C,0.5,2.551555516
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,0.235532355
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,0.319383194
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,0.497884979
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.232532325
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,0.325533255
OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCCCCC,0.5,0.570335703
O=S(C1=CC=C(OCCCCCCOC2=CC=C(S(=O)([O-])=O)C=C2)C=C1)([O-])=O,0.5,O=S(C1=CC=C(OCCCCCCOC2=CC=C(S(=O)([O-])=O)C=C2)C=C1)([O-])=O,0.5,3.640866409
[O-]S(=O)(OC1CCOCC1CCCCCCCCC)=O,0.5,[O-]S(=O)(OC1CCOCC1CCCCCCCCC)=O,0.5,4.471124711
[O-]S(=O)(OC1CCOCC1CCCCCCCCCCC)=O,0.5,[O-]S(=O)(OC1CCOCC1CCCCCCCCCCC)=O,0.5,3.765367654
[O-]S(=O)(OC1CCOCC1CCCCCCCCCCCCC)=O,0.5,[O-]S(=O)(OC1CCOCC1CCCCCCCCCCCCC)=O,0.5,3.177661777
[O-]S(=O)(OC1CCOCC1CCCCCCCCCCCCCCC)=O,0.5,[O-]S(=O)(OC1CCOCC1CCCCCCCCCCCCCCC)=O,0.5,2.545405454
CCCCCCCCCCC(O)CO,0.5,CCCCCCCCCCC(O)CO,0.5,2.243452435
CCCCCCCCC(O)CO,0.5,CCCCCCCCC(O)CO,0.5,3.344913449
CCCCCCCCCCCCC(O)CCO,0.5,CCCCCCCCCCCCC(O)CCO,0.5,1.088140881
CCCCCCCCCCC(O)CCO,0.5,CCCCCCCCCCC(O)CCO,0.5,2.149401494
CCCCCCCCC(O)CCO,0.5,CCCCCCCCC(O)CCO,0.5,3.349563496
CCCCCCCCOCCO,0.5,CCCCCCCCOCCO,0.5,3.699516995
OC(CO)COCCCCCCCC,0.5,OC(CO)COCCCCCCCC,0.5,3.798367984
CC(OCCOCCO)CCCCCCCCCC,0.5,CC(OCCOCCO)CCCCCCCCCC,0.5,1.529745297
CC(OCCOCCOCCOCCOCCO)CCCCCCCCCC,0.5,CC(OCCOCCOCCOCCOCCO)CCCCCCCCCC,0.5,1.82104821
CC(OCCOCCOCCO)CCCCCCCCCC,0.5,CC(OCCOCCOCCO)CCCCCCCCCC,0.5,1.70104701
CC(OCCOCCOCCOCCOCCOCCOCCO)CCCCCCCCCC,0.5,CC(OCCOCCOCCOCCOCCOCCOCCO)CCCCCCCCCC,0.5,1.935349353
CC(OCCOCCOCCOCCO)CCCCCCCCCC,0.5,CC(OCCOCCOCCOCCO)CCCCCCCCCC,0.5,1.79599796
CC(OCCOCCOCCOCCOCCOCCOCCOCCO)CCCCCCCCCC,0.5,CC(OCCOCCOCCOCCOCCOCCOCCOCCO)CCCCCCCCCC,0.5,2.048300483
CCCCCCCCCCCC([N+]1=CC=CC=C1)C(O)=O,0.5,CCCCCCCCCCCC([N+]1=CC=CC=C1)C(O)=O,0.5,2.777157772
CCCCCCCCCCC([N+]1=CC=CC=C1)C(O)=O,0.5,CCCCCCCCCCC([N+]1=CC=CC=C1)C(O)=O,0.5,3.690816908
CCCCCCCCCCCCS(=O)([O-])=O,0.5,CCCCCCCCCCCCS(=O)([O-])=O,0.5,4.05697057
CCCCCCCCCCOCCS(=O)([O-])=O,0.5,CCCCCCCCCCOCCS(=O)([O-])=O,0.5,4.205622056
CCCCCCCCCCCCOCCOS(=O)([O-])=O,0.5,CCCCCCCCCCCCOCCOS(=O)([O-])=O,0.5,3.594815948
CCCCCCCCCCCCOCCOCCOS(=O)([O-])=O,0.5,CCCCCCCCCCCCOCCOCCOS(=O)([O-])=O,0.5,3.457714577
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,2.051450515
CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5,3.99997
O[C@H]1[C@H](OCCCCCCCC)O[C@H](CO)[C@@H](O)[C@@H]1O,0.5,O[C@H]1[C@H](OCCCCCCCC)O[C@H](CO)[C@@H](O)[C@@H]1O,0.5,4.398073981
O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)CO)OCCCCCCCCCC,0.5,O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)CO)OCCCCCCCCCC,0.5,3.330813308
O[C@H]1[C@H](OCCCCCCCCCCCC)O[C@H](CO)[C@@H](O)[C@@H]1O,0.5,O[C@H]1[C@H](OCCCCCCCCCCCC)O[C@H](CO)[C@@H](O)[C@@H]1O,0.5,2.261152612
O=C([O-])C[N+](C)(CCCCCCCCCCCCCCCC)C,0.5,O=C([O-])C[N+](C)(CCCCCCCCCCCCCCCC)C,0.5,1.32799328
O=C(C[N+](CCCCCCCCCCCCCC)(C)C)[O-],0.5,O=C(C[N+](CCCCCCCCCCCCCC)(C)C)[O-],0.5,2.30900309
O=C(C[N+](CCCCCCCCCCCC)(C)C)[O-],0.5,O=C(C[N+](CCCCCCCCCCCC)(C)C)[O-],0.5,3.325263253
O=C(C[N+](CCCCCCCCCCC)(C)C)[O-],0.5,O=C(C[N+](CCCCCCCCCCC)(C)C)[O-],0.5,3.857918579
O=C(C[N+](CCCCCCCCCC)(C)C)[O-],0.5,O=C(C[N+](CCCCCCCCCC)(C)C)[O-],0.5,4.266222662
O=C(C[N+](CCCCCCCC)(C)C)[O-],0.5,O=C(C[N+](CCCCCCCC)(C)C)[O-],0.5,5.194431944
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCC)C)=O,0.5,3.154561546
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCC)C)=O,0.5,2.281552816
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCC)C)=O,0.5,1.392643926
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCCCC)C)=O,0.5,0.919389194
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCCCCCCCCCCCC)C)=O,0.5,0.465484655
O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O,0.5,1.458644586
O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCC)C)=O,0.5,3.35901359
O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCC)C)=O,0.5,2.407704077
O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCCCC)C)=O,0.5,1.672546725
O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCCCCCC)C)=O,0.5,1.183091831
O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCCCCCCCCCCCC)C)=O,0.5,0.5299853
O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O,0.5,O[C@H]([C@H]([C@@H]([C@@H](CO)O)OC1OC(O)C(O)C(O)C1O)O)C(N(CCCCCCCC/C=C\CCCCCCCC)C)=O,0.5,1.724747247
O=C(C[N+](CCCCCCCCCC)(C)CC1=CC=CC=C1)O,0.5,O=C(C[N+](CCCCCCCCCC)(C)CC1=CC=CC=C1)O,0.5,3.7100171
O=C(C[N+](CCCCCCCCCCCC)(C)CC1=CC=CC=C1)O,0.5,O=C(C[N+](CCCCCCCCCCCC)(C)CC1=CC=CC=C1)O,0.5,2.75600756
CCCCCCCCCCCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCO,0.5,1.714547145
CCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCO,0.5,2.973359734
CCCCCCCCCCCC(NCCOCCOCCOCCO)=O,0.5,CCCCCCCCCCCC(NCCOCCOCCOCCO)=O,0.5,2.704107041
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,2.988809888
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,2.468154682
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,1.4400444
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.883538835
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,0.528635286
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.5,2.147301473
[O-][N+](C)(CCCCCCCCCCCC)C,0.5,[O-][N+](C)(CCCCCCCCCCCC)C,0.5,3.058560586
CCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,2.399673721
CCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,2.318063335
CCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,2.037426498
CCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.609594409
CCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.315970345
CCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.037426498
CCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.56937391
CCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.152288344
CCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.017033339
CCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.318063335
CCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.071882007
CCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.439332694
CCCCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.146128036
CCCCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,0.954242509
CCCCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,CCCCCCCCCCCCCCCCOc2ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc1ccc(OCCCCCCCCCCCCCCCC)cc1)cc2.[Br-].[Br-],0.5,1.459392488
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.778
CCCCCCCCCCC(=O)N[N+](CCC[N+](NC(=O)CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCC(=O)N[N+](CCC[N+](NC(=O)CCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.369
CCCCCCCCCC[N+](CC(C(C[N+](CCCCCCCCCC)(C)C)O)O)(C)C.[Br-].[Br-],0.5,CCCCCCCCCC[N+](CC(C(C[N+](CCCCCCCCCC)(C)C)O)O)(C)C.[Br-].[Br-],0.5,3.568
CCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,1.683
CCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CCCC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCOc1ccc(cc1)NC(=O)C[N+](CCCC[N+](CC(=O)Nc1ccc(cc1)OCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,1.64
CCCCCN(CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O)CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O.[Cl-].[Cl-],0.5,CCCCCN(CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O)CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O.[Cl-].[Cl-],0.5,1.798
CCCCCCN(CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O)CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O.[Cl-].[Cl-],0.5,CCCCCCN(CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O)CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O.[Cl-].[Cl-],0.5,1.772
CCCCCCCCN(CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O)CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O.[Cl-].[Cl-],0.5,CCCCCCCCN(CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O)CC(C[N+](C(COC(=O)CCCCCCCCCCC)C)(C)C)O.[Cl-].[Cl-],0.5,1.733
CCCCCN(CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O)CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,CCCCCN(CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O)CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,1.688
CCCCCCN(CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O)CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,CCCCCCN(CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O)CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,1.65
CCCCCCCCN(CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O)CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,CCCCCCCCN(CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O)CC(C[N+](CCCOC(=O)CCCCCCCCCCC)(C)C)O.[Cl-].[Cl-],0.5,1.61
CCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+](CCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.068
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,3.037
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCC)(C)C)(C)C.[Br-].[Br-],0.5,4.21
